1.002720e+00   1.181700e-04   2.228218e-01   2.674730e-03   -5.457360e-03   9.478270e-01   2.767480e-03   
1.002100e+00   3.805740e-04   2.108547e-01   9.904900e-04   -8.375969e-04   1.947770e-01   3.281544e-42   
1.001340e+00   7.007880e-04   2.117636e-01   1.557630e-04   -1.781866e-04   4.601207e-01   3.298853e-42   
1.000460e+00   1.068380e-03   2.190098e-01   2.871090e-04   -3.093542e-04   4.053545e-01   3.458615e-09   
9.995050e-01   1.331800e-03   2.090444e-01   3.774460e-04   -3.005500e-04   1.468473e-01   6.413979e-07   
9.984900e-01   1.474870e-03   2.134244e-01   9.542080e-05   -7.492111e-05   1.359606e-01   5.417494e-07   
9.803110e-01   4.004010e-03   2.204293e-01   2.940720e-04   -2.310844e-04   1.365921e-01   2.168303e-06   
9.641980e-01   6.196610e-03   2.269084e-01   4.282510e-04   -3.353295e-04   1.338549e-01   4.392738e-06   
9.447090e-01   8.789170e-03   2.348333e-01   5.785440e-04   -4.511262e-04   1.306519e-01   7.782201e-06   
9.236640e-01   1.151860e-02   2.433627e-01   7.355530e-04   -5.710695e-04   1.273277e-01   1.212077e-05   
9.039680e-01   1.400980e-02   2.512107e-01   8.752260e-04   -6.768473e-04   1.243345e-01   1.659791e-05   
8.802360e-01   1.693320e-02   2.604067e-01   1.023110e-03   -7.876095e-04   1.208661e-01   2.226218e-05   
8.619970e-01   1.912410e-02   2.672680e-01   1.132520e-03   -8.688786e-04   1.182925e-01   2.672328e-05   
8.415840e-01   2.152070e-02   2.747382e-01   1.245690e-03   -9.521796e-04   1.155021e-01   3.174978e-05   
8.189230e-01   2.411460e-02   2.828067e-01   1.371370e-03   -1.044084e-03   1.125055e-01   3.733489e-05   
7.939860e-01   2.689100e-02   2.914684e-01   1.495360e-03   -1.133656e-03   1.093173e-01   4.338830e-05   
7.666640e-01   2.984210e-02   3.008111e-01   1.621350e-03   -1.223625e-03   1.059362e-01   5.010610e-05   
7.369910e-01   3.293930e-02   3.108636e-01   1.749980e-03   -1.313947e-03   1.021179e-01   5.736722e-05   
7.051130e-01   3.613510e-02   3.216222e-01   1.882170e-03   -1.404922e-03   9.776402e-02   6.541487e-05   
6.711240e-01   3.938340e-02   3.331316e-01   2.015980e-03   -1.494806e-03   9.284975e-02   7.401873e-05   
6.352440e-01   4.262470e-02   3.454378e-01   2.167880e-03   -1.595497e-03   8.738689e-02   8.355146e-05   
5.978260e-01   4.578940e-02   3.585982e-01   2.301980e-03   -1.680354e-03   8.141893e-02   9.356890e-05   
5.591990e-01   4.881580e-02   3.727991e-01   2.452520e-03   -1.774438e-03   7.501433e-02   1.047643e-04   
5.197700e-01   5.163930e-02   3.884676e-01   2.620120e-03   -1.877027e-03   6.792429e-02   1.176439e-04   
4.800100e-01   5.417270e-02   4.054511e-01   2.799340e-03   -1.981202e-03   5.930864e-02   1.326622e-04   
4.403740e-01   5.632530e-02   4.236991e-01   2.992290e-03   -2.087306e-03   4.916080e-02   1.495328e-04   
4.207630e-01   5.723320e-02   4.332627e-01   3.087120e-03   -2.136037e-03   4.353056e-02   1.583493e-04   
4.013590e-01   5.801870e-02   4.431093e-01   3.186100e-03   -2.185409e-03   3.754144e-02   1.675931e-04   
