6.171040e-04   -3.793910e-03   7.240089e-01   -4.583220e-03   -2.174208e-02   1.331311e+00   2.200598e-03   
8.450420e-04   -4.648620e-03   6.545867e-01   -4.977610e-03   -2.045559e-02   1.289535e+00   1.921850e-03   
1.131210e-03   -5.561240e-03   5.854267e-01   -5.312550e-03   -1.915555e-02   1.244726e+00   1.662769e-03   
1.484610e-03   -6.529130e-03   5.170178e-01   -5.568140e-03   -1.780226e-02   1.196910e+00   1.421488e-03   
9.984960e-01   1.506800e-03   2.134360e-01   2.683930e-04   -2.115501e-04   1.389482e-01   3.163789e-05   
2.318570e-02   -2.503880e-02   -1.426880e-03   1.160590e-03   1.269645e-03   4.191925e-01   1.702776e-06   
1.001340e+00   7.223060e-04   2.117978e-01   -5.393500e-04   5.540394e-04   3.621632e-01   9.038508e-08   
9.984940e-01   1.496390e-03   2.134253e-01   -2.183340e-05   1.688204e-05   1.242172e-01   9.312699e-06   
2.041040e-02   -2.371080e-02   -1.092791e-03   -1.506620e-03   -1.727607e-03   4.623001e-01   7.574580e-07   
1.001340e+00   7.176100e-04   2.117924e-01   -1.081600e-04   1.003569e-04   2.725405e-01   6.683648e-09   
9.824210e-01   3.730770e-03   2.195871e-01   1.889030e-03   -1.484532e-03   1.366522e-01   2.438648e-05   
1.000460e+00   1.080770e-03   2.189942e-01   -5.258130e-04   5.769726e-04   4.219681e-01   1.528354e-07   
9.995080e-01   1.344180e-03   2.090760e-01   6.025420e-05   -5.242256e-05   2.181356e-01   1.482384e-06   
9.642000e-01   6.208990e-03   2.268378e-01   2.165040e-03   -1.694936e-03   1.337027e-01   2.931309e-05   
9.447110e-01   8.801550e-03   2.347076e-01   3.134240e-03   -2.443625e-03   1.305473e-01   5.768679e-05   
1.785710e-02   -2.240070e-02   1.531178e-03   -2.756880e-03   -3.256483e-03   4.895884e-01   4.118020e-07   
2.947180e-02   -2.778830e-02   2.966196e-03   2.713950e-03   2.904989e-03   3.993529e-01   1.588881e-06   
1.002100e+00   3.887100e-04   2.106058e-01   2.076580e-03   -2.287801e-03   4.256405e-01   1.324369e-43   
9.236650e-01   1.152680e-02   2.432924e-01   3.165160e-03   -2.457206e-03   1.272765e-01   3.786960e-05   
9.039690e-01   1.401790e-02   2.511022e-01   3.814890e-03   -2.950038e-03   1.242909e-01   5.548931e-05   
8.802380e-01   1.694130e-02   2.602471e-01   4.538690e-03   -3.493796e-03   1.208284e-01   7.957279e-05   
8.520770e-01   2.030430e-02   2.706996e-01   5.328720e-03   -4.080677e-03   1.168932e-01   1.111825e-04   
1.551780e-02   -2.109980e-02   7.412578e-03   -3.854450e-03   -4.740134e-03   5.266468e-01   5.619016e-07   
3.300070e-02   -2.924180e-02   7.211644e-03   2.758780e-03   2.902255e-03   3.836454e-01   3.077362e-06   
3.679940e-02   -3.073690e-02   1.244684e-02   3.356900e-03   3.464832e-03   3.664560e-01   1.156088e-05   
4.088920e-02   -3.226280e-02   1.861609e-02   3.909680e-03   3.953693e-03   3.481176e-01   2.793758e-05   
4.528930e-02   -3.381050e-02   2.557818e-02   4.435010e-03   4.388347e-03   3.287400e-01   4.884066e-05   
5.001970e-02   -3.536960e-02   3.320227e-02   4.945870e-03   4.782828e-03   3.084996e-01   7.147783e-05   
5.512130e-02   -3.693510e-02   4.136040e-02   5.456030e-03   5.151196e-03   2.875699e-01   9.577338e-05   
1.001340e+00   -7.089240e-04   2.259227e-01   1.014750e-03   2.301971e-04   3.989106e-01   1.934253e-04   
8.189240e-01   2.411860e-02   2.826480e-01   3.343280e-03   -2.545303e-03   1.124814e-01   4.605184e-05   
7.939870e-01   2.689500e-02   2.912804e-01   3.675830e-03   -2.786623e-03   1.092955e-01   5.519425e-05   
7.666640e-01   2.984610e-02   3.005911e-01   4.022140e-03   -3.035357e-03   1.059037e-01   6.556926e-05   
7.369920e-01   3.294330e-02   3.106076e-01   4.381190e-03   -3.289396e-03   1.020828e-01   7.737595e-05   
7.051140e-01   3.613910e-02   3.213249e-01   4.757540e-03   -3.551025e-03   9.772618e-02   9.066541e-05   
6.711250e-01   3.938740e-02   3.327889e-01   5.145060e-03   -3.814748e-03   9.281081e-02   1.055377e-04   
6.352450e-01   4.262870e-02   3.450409e-01   5.541380e-03   -4.078068e-03   8.734635e-02   1.222788e-04   
5.978270e-01   4.579340e-02   3.581476e-01   5.960790e-03   -4.350893e-03   8.137787e-02   1.407275e-04   
5.592000e-01   4.881980e-02   3.722840e-01   6.401880e-03   -4.631558e-03   7.496687e-02   1.617790e-04   
5.197700e-01   5.164340e-02   3.878813e-01   6.877720e-03   -4.926483e-03   6.783094e-02   1.866503e-04   
4.800110e-01   5.417680e-02   4.047782e-01   7.412610e-03   -5.245412e-03   5.920351e-02   2.164062e-04   
4.403740e-01   5.632930e-02   4.229240e-01   7.990790e-03   -5.573142e-03   4.904552e-02   2.508990e-04   
4.013600e-01   5.802270e-02   4.422204e-01   8.594020e-03   -5.893743e-03   3.741751e-02   2.893406e-04   
3.633740e-01   5.920330e-02   4.626133e-01   9.220330e-03   -6.203115e-03   2.439927e-02   3.316950e-04   
3.268080e-01   5.984100e-02   4.840444e-01   9.862300e-03   -6.494107e-03   1.011682e-02   3.778540e-04   
